Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.08843	0.0328	0.87877	0	0	0
V2	0.70699	0.11004	0	0.09731	0.08566	0
V3	0.14011	0.01139	0.24952	0	0	0.59898
V4	0.26346	0.50903	0	0.12729	0.06243	0.03779
V5	0	0.04738	0	0.69422	0.2584	0
V6	0.21388	0	0.1991	0.0637	0.11112	0.4122
V7	0	0.41503	0	0.0406	0.54436	0
V8	0.87657	0.02836	0	0.09507	0	0
V9	0.34213	0.15728	0	0.31493	0	0.18566
V10	0.5639	0.0394	0.04242	0.35428	0	0
V11	0	0.92233	0.0261	0.05158	0	0
V12	0.04747	0	0.05088	0.01705	0	0.8846
V13	0.00467	0.58247	0.40715	0.00572	0	0
V14	0.01566	0.0631	0.01966	0.90157	0	0
V15	0.62412	0.06232	0	0.12618	0.18738	0
V16	0.05261	0.00732	0	0.50233	0.36887	0.06887
V17	0.06217	0	0.17555	0	0	0.76228
V18	0.87603	0.12397	0	0	0	0
V19	0.71417	0.04444	0.17531	0	0.06608	0
V20	0.7913	0.04447	0.06797	0.09626	0	0
V21	0.08719	0	0	0.04646	0	0.86635
V22	0.22494	0.05354	0	0.08386	0.63766	0
V23	0.04685	0.03218	0.36307	0.01421	0.5437	0
V24	0.18442	0.01325	0	0.14082	0.66152	0
V25	0.56159	0.28624	0	0.152	0.00017	0
V26	0.32763	0.02422	0	0.0031	0.64505	0
V27	0.00434	0	0.22298	0	0	0.77268
V28	0.05547	0.28425	0.21611	0.28113	0	0.16305
V29	0	0.68891	0.12957	0.08051	0	0.10101
V30	0.28533	0.20222	0.11479	0.01114	0.23121	0.15532
V31	0.81777	0.00526	0.17698	0	0	0
V32	0	0.02807	0.43414	0.53778	0	0
V33	0.28055	0.43069	0.28876	0	0	0
V34	0	0.00532	0.5754	0.02738	0.3919	0
V35	0	0.06211	0.24318	0.61215	0.08256	0
V36	0.04799	0.56291	0.14461	0.03012	0.21438	0
V37	0.03381	0.0123	0.8772	0	0	0.07669
V38	0.01478	0	0.16398	0	0	0.82124
V39	0.70471	0.03514	0	0.26015	0	0
V40	0	0.59636	0	0.23478	0.09729	0.07156
V41	0.92817	0	0	0	0	0.07183
V42	0.34578	0.00779	0.63693	0	0	0.00949
V43	0.25268	0.44514	0	0.05389	0.24829	0
V44	0	0.94163	0.01392	0.02826	0	0.01619
V45	0.57444	0.31648	0.0295	0.0238	0	0.05578
V46	0.02073	0	0	0.36835	0.36919	0.24173
V47	0.01877	0.48348	0	0.21271	0.25926	0.02579
V48	0	0.66342	0.26234	0.02396	0.05027	0
V49	0	0.88861	0.00901	0.05215	0.05022	0
V50	0.02569	0	0.29441	0.02816	0.65107	0.00067
V51	0	0	0	0.04344	0.95656	0
V52	0	0.59827	0.35404	0.0477	0	0
V53	0.16435	0.01616	0.04826	0.04296	0.72828	0
V54	0.05896	0.13235	0.71499	0.04626	0.02777	0.01967
V55	0	0.03391	0.0826	0.05508	0.82841	0
V56	0	0.04313	0.85842	0.09845	0	0
V57	0.12875	0.39593	0.03386	0.02618	0.10832	0.30696
V58	0.01157	0.03274	0.9557	0	0	0
V59	0	0.05278	0.00146	0.94576	0	0
V60	0.57205	0.02676	0	0.40119	0	0
V61	0.39264	0.10776	0	0.22487	0	0.27472
V62	0.73045	0.0033	0.06229	0.1412	0.06275	0
V63	0	0.58155	0	0.10858	0	0.30987
V64	0	0.08564	0	0.02172	0.89264	0
V65	0.73733	0.09789	0.0044	0.04149	0.00101	0.11788
V66	0.57126	0.03416	0.10023	0.01716	0.2772	0
V67	0	0.15728	0.4098	0.25453	0	0.17839
V68	0.95355	0.02095	0	0.0255	0	0
V69	0.72517	0	0	0.00278	0	0.27205
V70	0	0.04069	0.29125	0.65484	0.01322	0
V71	0.00994	0.2794	0	0.15772	0.4214	0.13154
V72	0.77696	0.09865	0.06115	0.02887	0.03437	0
V73	0.00539	0.04499	0.13092	0.8187	0	0
V74	0	0.14461	0.00766	0.84773	0	0
V75	0	0.91439	0	0.08561	0	0
V76	0	0.02635	0.80814	0.02862	0.13689	0
V77	0.10409	0.158	0.12963	0.60828	0	0
V78	0.70447	0.09406	0.0384	0.13783	0	0.02523
V79	0	0.6005	0	0	0	0.3995
V80	0	0.63747	0	0.01775	0	0.34479
V81	0.84008	0.09525	0.05709	0.00759	0	0
V82	0	0.82994	0	0.10264	0.06743	0
V83	0.18175	0.16512	0.00473	0.50881	0.13501	0.00457
V84	0.4162	0.02799	0.09566	0.46015	0	0
V85	0.91647	0.02059	0.06294	0	0	0
V86	0.30592	0.01675	0.15152	0.3342	0	0.19161
V87	0	0.0261	0.03011	0.94378	0	0
V88	0.05905	0.02644	0	0.66106	0	0.25346
V89	0.0241	0.14641	0.55416	0	0	0.27533
V90	0.02898	0.72198	0.17613	0.04034	0.0292	0.00336
V91	0.02748	0.02321	0	0.14156	0.80775	0
V92	0	0.05863	0	0.03447	0.9069	0
V93	0.21804	0.03959	0	0.14403	0.26741	0.33093
V94	0	0.01001	0.32285	0.66714	0	0
V95	0	0.00784	0.33736	0.13305	0.52175	0
V96	0.01344	0.40638	0	0.08299	0.34487	0.15231
V97	0	0.00828	0	0.09743	0.89429	0
V98	0	0.09903	0.00235	0.84747	0.05115	0
V99	0	0.02435	0.00845	0.9672	0	0
V100	0	0.02238	0.5823	0.2899	0.10542	0
V101	0	0.34369	0.57383	0.08247	0	0
V102	0.88771	0.02844	0.08385	0	0	0
V103	0.77382	0.03078	0	0.17213	0.02327	0
V104	0	0.02592	0.28312	0.69096	0	0
V105	0.01891	0	0.09029	0	0	0.89081
V106	0.00139	0	0.72443	0	0	0.27418
V107	0.03482	0.66335	0.30183	0	0	0
V108	0.03746	0	0.02271	0.05372	0.20486	0.68125
V109	0.00937	0	0	0.0462	0.1671	0.77733
V110	0.02451	0.15888	0.8166	0	0	0
V111	0	0.03681	0.96177	0.00142	0	0
V112	0	0.33706	0	0.66294	0	0
V113	0	0.10169	0.75552	0.03456	0.10823	0
V114	0.12653	0.03343	0.73841	0.10163	0	0
V115	0.58168	0.03477	0	0.05192	0.11273	0.21892
V116	0.93623	0.02132	0	0.04245	0	0
V117	0.60854	0.02456	0	0.09776	0.26914	0
V118	0	0.73407	0.14945	0.07744	0.03904	0
V119	0	0.8898	0.01589	0.08292	0	0.01139
V120	0.07603	0.22791	0.13187	0.50926	0.05492	0
V121	0.3672	0	0	0.29739	0	0.33541
V122	0.31743	0.05412	0	0.62845	0	0
V123	0.39551	0	0	0.08082	0.10646	0.41721
V124	0	0.01147	0.30677	0.02551	0.65626	0
V125	0	0.1601	0.79368	0.02673	0	0.01949
V126	0.00267	0.25883	0.05482	0.00646	0	0.67721
V127	0.01526	0.03862	0.88295	0.06317	0	0
V128	0.3921	0.26753	0.11834	0.18883	0.0332	0
V129	0	0.03475	0.91776	0.04749	0	0
V130	0.6005	0.13298	0	0.26652	0	0
V131	0.04774	0	0	0.04718	0.83505	0.07003
V132	0	0.47195	0.52278	0.00527	0	0
V133	0.0133	0.21167	0.69228	0.08275	0	0
V134	0.20783	0.67747	0	0.04386	0.07084	0
V135	0.07053	0.02054	0.85762	0	0	0.05132
V136	0.06933	0.7719	0.10274	0.05603	0	0
V137	0	0.17225	0.65794	0.01315	0.15667	0
V138	0.07027	0	0.00468	0.52809	0.02625	0.37071
V139	0.01339	0.03426	0.16075	0.02885	0.49011	0.27263
V140	0.6839	0.21992	0.02453	0.07165	0	0
V141	0.27271	0.2834	0.14787	0.29602	0	0
V142	0.10949	0.76092	0.0064	0.08353	0	0.03967
V143	0.05221	0.08233	0.73751	0.07504	0.05291	0
V144	0.0498	0.15723	0	0.15009	0	0.64288
V145	0	0.0114	0.02181	0.96678	0	0
V146	0.1735	0.00191	0.02451	0.02965	0.77043	0
V147	0.60603	0.04456	0.1158	0.03258	0	0.20102
V148	0	0.15867	0.84133	0	0	0
V149	0	0.52342	0	0.02214	0	0.45443
V150	0	0.01826	3e-04	0.98143	0	0
V151	0	0.42967	0	0.01777	0	0.55256
V152	0.05603	0.24411	0.54919	0.04166	0.10384	0.00516
V153	0	0.04036	0.72738	0.23226	0	0
V154	0.52911	0.18183	0	0	0	0.28905
V155	0.0476	0.38284	0.07386	0.0186	0.47711	0
V156	0	0.47316	0	0.02293	0.50391	0
V157	0	0.09841	0.03825	0.34148	0	0.52187
V158	0	0.06991	0.93009	0	0	0
V159	0.14313	0.2498	0.41841	0.18866	0	0
V160	0.02278	0.01401	0.95004	0	0	0.01317
V161	0	0.5117	0	0.42882	0.05948	0
V162	0	0.58769	0	0.18534	0.22697	0
V163	0.00418	0.02789	0.96794	0	0	0
V164	0	0.34777	0.47786	0.13273	0.04164	0
V165	0.05799	0.0087	0	0.04826	0.85551	0.02954
V166	0.0157	0	0	0.20388	0.49883	0.28159
V167	0	0.01096	0.5003	0.48874	0	0
V168	0.75259	0.02684	0	0.22058	0	0
V169	0	0.0362	0.7925	0.1713	0	0
V170	0.4978	0.05064	0.10105	0.31458	0.03593	0
V171	0.08668	0.50294	0	0.00441	0	0.40597
V172	0.07091	0.07894	0.65552	0.15208	0	0.04255
V173	0.00676	0.02465	0.89444	0	0	0.07415
V174	0.693	0.1071	0	0.00854	0.19136	0
V175	0.03283	0.72401	0.17414	0.04962	0.01941	0
V176	0	0.01328	0.98672	0	0	0
V177	0.13065	0.07728	0.40562	0.03574	0.15393	0.19678
V178	0.00705	0.04808	0	0.02364	0.92122	0
V179	0.00289	0.00865	0.05505	0.76845	0.05552	0.10945
V180	0.34259	0.00696	0.21979	0.40742	0	0.02324
V181	0.6989	0.09506	0.05238	0.08932	0.03808	0.02627
V182	0	0.0999	0.87266	0.02744	0	0
V183	0	0.02329	0.01182	0.96489	0	0
V184	0.44289	0.40739	0	0.04406	0.10567	0
V185	0.07918	0.58343	0.0073	0.04116	0.12654	0.16239
V186	0	0.00623	0.69751	0.29626	0	0
V187	0.31133	0.51431	0	0.03856	0.13581	0
V188	0.0504	0.64502	0	0.0266	0	0.27798
V189	0.01686	0.06359	0.18297	0.04903	0.6167	0.07086
V190	0	0.17636	0	0.04181	0.66301	0.11882
V191	0	0.6386	0	0.01663	0	0.34477
V192	0.62415	0.22194	0.08628	0.0346	0.03303	0
V193	0.0244	0.08574	0	0.02036	0	0.86951
V194	0	0.02688	0	0.15109	0.82203	0
V195	0	0.01845	0.81437	0.09604	0.07114	0
V196	0	0.00746	0.03873	0.95381	0	0
V197	0.22967	0.00998	0	0.01956	0.74079	0
V198	0.0968	0.43663	0.02487	0.20113	0.24057	0
V199	0	0.23079	0.09008	0.13724	0.54189	0
V200	0.06147	0.0224	0.68067	0.20514	0	0.03033
V201	0	0.02202	0	0.97798	0	0
V202	0.05771	0.05959	0.53872	0.04442	0.11037	0.18919
V203	0.62561	0.05051	0	0.32388	0	0
V204	0.10657	0.01691	0.03937	0.19697	0	0.64017
V205	0	0.04161	0.95839	0	0	0
V206	0	0.05079	0.14461	0.80461	0	0
V207	0.50652	0.18228	0.03002	0.28118	0	0
V208	0.41241	0.10032	0.43777	0.03765	0.01184	0
V209	0.31462	0.50127	0	0.03616	0	0.14795
V210	0.0882	0.04021	0.87159	0	0	0
V211	0.699	0.00985	0.09512	0.01953	0.14626	0.03024
V212	0	0.27302	0.27138	0.45561	0	0
V213	0.01498	0.08649	0.28884	0.03685	0.57284	0
V214	0.88825	0.03614	0.00103	0.05899	0.01559	0
V215	0	0.6946	0	0.03836	0	0.26704
V216	0.10271	0.51836	0.37893	0	0	0
V217	0.22301	0	0.01887	0.13004	0.28835	0.33973
V218	0	0.3654	0	0.6346	0	0
V219	0.99977	0	0	0.00023	0	0
V220	0.07047	0.04898	0.01473	0.86583	0	0
V221	0.05941	0.79163	0.03733	0.11164	0	0
V222	0.06345	0.30134	0.01125	0.20456	0.4194	0
V223	0	0.31656	0.35133	0	0	0.33211
V224	0	0.01343	0.4439	0.00845	0.53422	0
V225	0.14326	0	0.00694	0.0126	0	0.8372
V226	0.3112	0.06326	0.24179	0.31051	0.07323	0
V227	0.77515	0	0	0.22485	0	0
V228	0.13636	0.24241	0.57735	0.04389	0	0
V229	0.17819	0.02763	0.43604	0.26746	0.09067	0
V230	0.01655	0.16115	0.8223	0	0	0
V231	0	0.06637	0.01225	0.92138	0	0
V232	0.473	0	0	0.30631	0	0.22069
V233	0.90744	0.02367	0.00159	0.0673	0	0
V234	0.5132	0.01127	0	0.02038	0.45516	0
V235	0.04785	0.04117	0.03113	0.87986	0	0
V236	0.05338	0	0.19843	0.0361	0.574	0.13808
V237	0	0.02291	0.89706	0.08003	0	0
V238	0.77299	0	0.02873	0.10447	0	0.09381
V239	0.61367	0.03674	0.10602	0.14607	0.09751	0
V240	0	0.21588	0	0.15528	0.62884	0
V241	0.62749	0.16824	0	0.2003	0.00397	0
V242	0.34213	0.03009	0.03627	0.24277	0.02496	0.32378
V243	0	0.38469	0.57632	0.03899	0	0
V244	0.15429	0	0	0.01858	0.62977	0.19736
V245	0.90542	0	0	5e-05	0	0.09453
V246	0	0.04959	0.26894	0.42029	0.26118	0
V247	0.30421	0.05529	0	0.21527	0	0.42522
V248	0.28831	0.03719	0	0.25925	0.41525	0
V249	0.28002	0.16042	0.45999	0.05478	0	0.04479
V250	0	0.03176	0.00546	0.96278	0	0
V251	0	0.60269	0.18791	0.20941	0	0
V252	0	0.01891	0.05898	0.92211	0	0
V253	0.01108	0.05599	0	0.53214	0.07704	0.32374
V254	0.03417	0.27979	0.07016	0.25716	0.35873	0
V255	0.46939	0.30989	0.07252	0.09457	0.01921	0.03442
V256	0	0.93812	0	0.06031	0	0.00157
V257	0.03234	0.45496	1e-04	0.06043	0.4286	0.02356
V258	0	0.24407	0.17349	0.58244	0	0
V259	0	0.56958	0.43042	0	0	0
V260	0.15461	0.02556	0	0.04039	0.7409	0.03854
V261	0.6671	0	0.00046	0.05859	0.2207	0.05316
V262	0.05415	0.04697	0.88284	0.00222	0.01383	0
V263	0	0.07504	0.74155	0.18341	0	0
V264	0.76361	0	0.10335	0.05331	0.02612	0.05361
V265	0.01247	0.01732	0	0.05646	0.91375	0
V266	0.16635	0	0.00454	0.02051	0	0.80861
V267	0.15788	0.7367	0	0.10543	0	0
V268	0.99334	0.00666	0	0	0	0
V269	0	0.06674	0.15819	0.77507	0	0
V270	0.31882	0.52159	0.00654	0.04156	0.11149	0
V271	5e-04	0.11659	0.33048	0.00155	0	0.55088
V272	0.03393	0	0	0.12408	0.83984	0.00215
V273	0.07189	0.00106	0.00532	0.12488	0.79685	0
V274	0.00121	0	0.20952	0.05498	0	0.73429
V275	0.80915	0.17666	0	0.01419	0	0
V276	0.08564	0.27655	0.09693	0.11679	0	0.42409
V277	0.57149	0	0	0.03087	0.10542	0.29221
V278	0.13765	0.13611	0.09035	0.2923	0.34359	0
V279	0.14576	0.0232	0.25662	0.05186	0	0.52257
V280	0.09173	0.03688	0.00289	0.8685	0	0
V281	0	0.8916	0.04228	0.06612	0	0
V282	0	0.04524	0	0.09527	0.85949	0
V283	0	0.43878	0	0.03208	0.52914	0
V284	0.01788	0.11179	0.40997	0.38506	0	0.0753
V285	0	0.03179	0	0.96821	0	0
V286	0.71218	0.04691	0.0673	0.17361	0	0
V287	0.02203	0.01365	0	0.12645	0.83787	0
V288	0.06267	0.29867	0	0.04734	0.08593	0.50538
V289	0	0.08712	0.82951	0.08336	0	0
V290	0	0.00631	0.27851	0.71519	0	0
V291	0	0.05545	0	0.94455	0	0
V292	0.12811	0.12321	0.00501	0.66223	0.08144	0
V293	0	0.04397	0	0.03757	0.91846	0
V294	0.66376	0.01118	0	0.03046	0.29459	0
V295	0.15232	0	0.00883	0.00655	0	0.8323
V296	0	0.42226	0.11325	0.37812	0	0.08636
V297	0.0304	0.02634	0	0.02389	0	0.91937
V298	0	0.78355	0.19921	0.01724	0	0
V299	0.12778	0.09421	0.778	0	0	0
V300	0.89399	0.09091	0.0098	0.00529	0	0
V301	0.53277	0.4068	0.042	0.01843	0	0
V302	0	0.29673	0.08228	0.621	0	0
V303	0	0.74878	0.07816	0.0583	0.11476	0
V304	0.01025	0.0178	0	0.02579	0.94615	0
V305	0.01519	0.00882	0.23765	0.5336	0.02804	0.1767
V306	0.45796	0.06343	0	0	0	0.47861
V307	0.22439	0.00088	0	0.03605	0.73868	0
V308	0	0.01738	0	0.98262	0	0
V309	0	0.55893	0	0.44107	0	0
V310	0.02413	0.40574	0.34117	0	0	0.22896
V311	0.56273	0	0	0	0	0.43727
V312	0.13054	0.0257	0	0.41181	0.43195	0
V313	0.27302	0	0	0.0442	0	0.68278
V314	0.25185	0.04703	0	0.70112	0	0
V315	0.15787	0.76063	0	0.04074	0.02522	0.01554
V316	0.19925	0	9e-04	0.09717	0	0.70268
V317	0.05701	0.00865	0.00231	0.8284	0	0.10364
V318	0	0.02006	0.04199	0.93795	0	0
V319	0.39979	0.18875	0.28155	0.12991	0	0
V320	0.29443	0.19372	0.39917	0.09796	0	0.01472
V321	0	0.66709	0	0.33291	0	0
V322	0.05037	0	0.05637	0.04502	0.77552	0.07273
V323	0	0.30513	0	0.46822	0.22665	0
V324	0.08565	0.02958	0.0111	0.29158	0.43449	0.1476
V325	0.06087	0.88187	0.03305	0.02421	0	0
V326	0.16588	0.78473	0.01597	0.03342	0	0
V327	0.06968	0.02625	0.90407	0	0	0
V328	0.17101	0.21963	0.20679	0.1686	0.23396	0
V329	0	0.01808	0.64017	0.00046	0.3413	0
V330	0	0.02972	0.97028	0	0	0
V331	0.82175	0.05946	0.03445	0.08435	0	0
V332	0.03869	0.05787	0.16624	0.02765	0.41219	0.29736
V333	0	0.03626	0.56514	0.37476	0.02384	0
V334	0	0.39422	0.50445	0.10133	0	0
V335	0.14252	0.0196	0.81781	0	0	0.02007
V336	0.37176	0.60297	0.01473	0.01053	0	0
V337	0.04418	0.20129	0.01599	0.02571	0.71282	0
