Tool-Reference	CellType	Sample	Prediction	Answer	Error	SqError
Decon-HPCA	T Cells	G	0.05874	0.112	0.05326	0.0028366276
Decon-HPCA	B Cells	H	0.0	0.1	0.1	0.01
Decon-HPCA	Monocytes	H	0.01387	0.813	0.79913	0.6386087569
Decon-HPCA	NK	H	0.13232	0.01	0.12232	0.0149621824
Decon-HPCA	Neutrophils	H	0.39942	0.001	0.39842	0.1587384964
Decon-HPCA	T Cells	H	0.02597	0.075	0.04903	0.0024039409
Decon-HPCA	B Cells	I	0.0	0.1	0.1	0.01
Decon-HPCA	Monocytes	I	0.01539	0.813	0.79761	0.6361817121
Decon-HPCA	NK	I	0.13173	0.01	0.12173	0.0148181929
Decon-HPCA	Neutrophils	I	0.39912	0.001	0.39812	0.1584995344
Decon-HPCA	T Cells	I	0.02361	0.075	0.05139	0.0026409321
Decon-HPCA	B Cells	J	0.0	0.0	0.0	0.0
Decon-HPCA	Monocytes	J	0.0	0.0	0.0	0.0
Decon-HPCA	NK	J	0.1684	0.0	0.1684	0.02835856
Decon-HPCA	Neutrophils	J	0.31874	0.0	0.31874	0.1015951876
Decon-HPCA	T Cells	J	0.25878	1.0	0.74122	0.5494070884
Decon-HPCA	B Cells	K	0.0	0.0	0.0	0.0
Decon-HPCA	Monocytes	K	0.0	0.0	0.0	0.0
Decon-HPCA	NK	K	0.23472	0.0	0.23472	0.0550934784
Decon-HPCA	Neutrophils	K	0.31609	0.0	0.31609	0.0999128881
Decon-HPCA	T Cells	K	0.19888	1.0	0.80112	0.6417932544
Decon-HPCA	B Cells	L	0.0	0.0	0.0	0.0
Decon-HPCA	Monocytes	L	0.0	0.0	0.0	0.0
Decon-HPCA	NK	L	0.16585	0.0	0.16585	0.0275062225
Decon-HPCA	Neutrophils	L	0.33248	0.0	0.33248	0.1105429504
Decon-HPCA	T Cells	L	0.22708	1.0	0.77292	0.5974053264
Decon-ImmunoStates	B Cells	A	0.07748	0.194	0.11652	0.0135769104
Decon-ImmunoStates	Monocytes	A	0.25091	0.194	0.05691	0.0032387481
Decon-ImmunoStates	NK	A	0.2302	0.194	0.0362	0.00131044
Decon-ImmunoStates	Neutrophils	A	0.10975	0.03	0.07975	0.0063600625
Decon-ImmunoStates	T Cells	A	0.2402	0.388	0.1478	0.02184484
Decon-ImmunoStates	B Cells	B	0.08703	0.194	0.10697	0.0114425809
Decon-ImmunoStates	Monocytes	B	0.24643	0.194	0.05243	0.0027489049
Decon-ImmunoStates	NK	B	0.22734	0.194	0.03334	0.0011115556
Decon-ImmunoStates	Neutrophils	B	0.12229	0.03	0.09229	0.0085174441
Decon-ImmunoStates	T Cells	B	0.24156	0.388	0.14644	0.0214446736
Decon-ImmunoStates	B Cells	C	0.02246	0.005	0.01746	0.0003048516
Decon-ImmunoStates	Monocytes	C	0.1206	0.01	0.1106	0.01223236
Decon-ImmunoStates	NK	C	0.24968	0.051	0.19868	0.0394737424
Decon-ImmunoStates	Neutrophils	C	0.03332	0.004	0.02932	0.0008596624
Decon-ImmunoStates	T Cells	C	0.45427	0.93	0.47573	0.2263190329
Decon-ImmunoStates	B Cells	D	0.03564	0.005	0.03064	0.0009388096
Decon-ImmunoStates	Monocytes	D	0.12512	0.01	0.11512	0.0132526144
Decon-ImmunoStates	NK	D	0.25639	0.051	0.20539	0.0421850521
Decon-ImmunoStates	Neutrophils	D	0.02989	0.004	0.02589	0.0006702921
Decon-ImmunoStates	T Cells	D	0.45423	0.93	0.47577	0.2263570929
Decon-ImmunoStates	B Cells	E	0.02055	0.01	0.01055	0.0001113025
Decon-ImmunoStates	Monocytes	E	0.16974	0.026	0.14374	0.0206611876
Decon-ImmunoStates	NK	E	0.30123	0.104	0.19723	0.0388996729
Decon-ImmunoStates	Neutrophils	E	0.05487	0.008	0.04687	0.0021967969
Decon-ImmunoStates	T Cells	E	0.36848	0.851	0.48252	0.2328255504
Decon-ImmunoStates	B Cells	F	0.0516	0.027	0.0246	0.00060516
Decon-ImmunoStates	Monocytes	F	0.17621	0.055	0.12121	0.0146918641
Decon-ImmunoStates	NK	F	0.42233	0.885	0.46267	0.2140635289
Decon-ImmunoStates	Neutrophils	F	0.1022	0.017	0.0852	0.00725904
Decon-ImmunoStates	T Cells	F	0.10056	0.016	0.08456	0.0071503936
Decon-ImmunoStates	B Cells	G	0.08567	0.159	0.07333	0.0053772889
Decon-ImmunoStates	Monocytes	G	0.20907	0.319	0.10993	0.0120846049
Decon-ImmunoStates	NK	G	0.13282	0.016	0.11682	0.0136469124
Decon-ImmunoStates	Neutrophils	G	0.32053	0.395	0.07447	0.0055457809
Decon-ImmunoStates	T Cells	G	0.13567	0.112	0.02367	0.0005602689
Decon-ImmunoStates	B Cells	H	0.07059	0.1	0.02941	0.0008649481
Decon-ImmunoStates	Monocytes	H	0.37321	0.813	0.43979	0.1934152441
Decon-ImmunoStates	NK	H	0.12651	0.01	0.11651	0.0135745801
Decon-ImmunoStates	Neutrophils	H	0.0884	0.001	0.0874	0.00763876
Decon-ImmunoStates	T Cells	H	0.13639	0.075	0.06139	0.0037687321
Decon-ImmunoStates	B Cells	I	0.06926	0.1	0.03074	0.0009449476
Decon-ImmunoStates	Monocytes	I	0.37807	0.813	0.43493	0.1891641049
Decon-ImmunoStates	NK	I	0.12053	0.01	0.11053	0.0122168809
Decon-ImmunoStates	Neutrophils	I	0.09594	0.001	0.09494	0.0090136036
Decon-ImmunoStates	T Cells	I	0.13947	0.075	0.06447	0.0041563809
Decon-ImmunoStates	B Cells	J	0.03984	0.0	0.03984	0.0015872256
Decon-ImmunoStates	Monocytes	J	0.00106	0.0	0.00106	1.1236e-06
Decon-ImmunoStates	NK	J	0.18518	0.0	0.18518	0.0342916324
Decon-ImmunoStates	Neutrophils	J	0.0	0.0	0.0	0.0
Decon-ImmunoStates	T Cells	J	0.53394	1.0	0.46606	0.2172119236
Decon-ImmunoStates	B Cells	K	0.04169	0.0	0.04169	0.0017380561
Decon-ImmunoStates	Monocytes	K	0.0	0.0	0.0	0.0
Decon-ImmunoStates	NK	K	0.32698	0.0	0.32698	0.1069159204
Decon-ImmunoStates	Neutrophils	K	0.0	0.0	0.0	0.0
Decon-ImmunoStates	T Cells	K	0.43789	1.0	0.56211	0.3159676521
Decon-ImmunoStates	B Cells	L	0.0	0.0	0.0	0.0
Decon-ImmunoStates	Monocytes	L	0.06656	0.0	0.06656	0.0044302336
Decon-ImmunoStates	NK	L	0.14032	0.0	0.14032	0.0196897024
Decon-ImmunoStates	Neutrophils	L	0.0314	0.0	0.0314	0.00098596
Decon-ImmunoStates	T Cells	L	0.51793	1.0	0.48207	0.2323914849
Decon-LM22	B Cells	A	0.11457	0.194	0.07943	0.0063091249
Decon-LM22	Monocytes	A	0.2004	0.194	0.0064	4.096e-05
Decon-LM22	NK	A	0.19633	0.194	0.00233	5.4289e-06
Decon-LM22	Neutrophils	A	0.09856	0.03	0.06856	0.0047004736
Decon-LM22	T Cells	A	0.31926	0.388	0.06874	0.0047251876
Decon-LM22	B Cells	B	0.11951	0.194	0.07449	0.0055487601
Decon-LM22	Monocytes	B	0.20033	0.194	0.00633	4.00689e-05
Decon-LM22	NK	B	0.1891	0.194	0.0049	2.401e-05
Decon-LM22	Neutrophils	B	0.10025	0.03	0.07025	0.0049350625
Decon-LM22	T Cells	B	0.31583	0.388	0.07217	0.0052085089
Decon-LM22	B Cells	C	0.05859	0.005	0.05359	0.0028718881
Decon-LM22	Monocytes	C	0.11051	0.01	0.10051	0.0101022601
Decon-LM22	NK	C	0.17386	0.051	0.12286	0.0150945796
Decon-LM22	Neutrophils	C	0.02492	0.004	0.02092	0.0004376464
Decon-LM22	T Cells	C	0.55141	0.93	0.37859	0.1433303881
Decon-LM22	B Cells	D	0.0595	0.005	0.0545	0.00297025
Decon-LM22	Monocytes	D	0.10862	0.01	0.09862	0.0097259044
Decon-LM22	NK	D	0.18002	0.051	0.12902	0.0166461604
Decon-LM22	Neutrophils	D	0.01959	0.004	0.01559	0.0002430481
Decon-LM22	T Cells	D	0.54501	0.93	0.38499	0.1482173001
Decon-LM22	B Cells	E	0.05283	0.01	0.04283	0.0018344089
Decon-LM22	Monocytes	E	0.14554	0.026	0.11954	0.0142898116
Decon-LM22	NK	E	0.20373	0.104	0.09973	0.0099460729
Decon-LM22	Neutrophils	E	0.06323	0.008	0.05523	0.0030503529
Decon-LM22	T Cells	E	0.49066	0.851	0.36034	0.1298449156
Decon-LM22	B Cells	F	0.06791	0.027	0.04091	0.0016736281
Decon-LM22	Monocytes	F	0.15359	0.055	0.09859	0.0097199881
Decon-LM22	NK	F	0.38112	0.885	0.50388	0.2538950544
Decon-LM22	Neutrophils	F	0.08774	0.017	0.07074	0.0050041476
Decon-LM22	T Cells	F	0.25315	0.016	0.23715	0.0562401225
Decon-LM22	B Cells	G	0.12	0.159	0.039	0.001521
Decon-LM22	Monocytes	G	0.19324	0.319	0.12576	0.0158155776
Decon-LM22	NK	G	0.16469	0.016	0.14869	0.0221087161
Decon-LM22	Neutrophils	G	0.22448	0.395	0.17052	0.0290770704
Decon-LM22	T Cells	G	0.19097	0.112	0.07897	0.0062362609
Decon-LM22	B Cells	H	0.11012	0.1	0.01012	0.0001024144
Decon-LM22	Monocytes	H	0.30298	0.813	0.51002	0.2601204004
Decon-LM22	NK	H	0.08769	0.01	0.07769	0.0060357361
Decon-LM22	Neutrophils	H	0.10093	0.001	0.09993	0.0099860049
Decon-LM22	T Cells	H	0.19433	0.075	0.11933	0.0142396489
Decon-LM22	B Cells	I	0.10492	0.1	0.00492	2.42064e-05
Decon-LM22	Monocytes	I	0.30306	0.813	0.50994	0.2600388036
Decon-LM22	NK	I	0.08505	0.01	0.07505	0.0056325025
Decon-LM22	Neutrophils	I	0.09545	0.001	0.09445	0.0089208025
Decon-LM22	T Cells	I	0.18999	0.075	0.11499	0.0132227001
Decon-LM22	B Cells	J	0.07339	0.0	0.07339	0.0053860921
Decon-LM22	Monocytes	J	0.0	0.0	0.0	0.0
Decon-LM22	NK	J	0.16489	0.0	0.16489	0.0271887121
Decon-LM22	Neutrophils	J	0.0	0.0	0.0	0.0
Decon-LM22	T Cells	J	0.57839	1.0	0.42161	0.1777549921
Decon-LM22	B Cells	K	0.07178	0.0	0.07178	0.0051523684
Decon-LM22	Monocytes	K	0.0	0.0	0.0	0.0
Decon-LM22	NK	K	0.18483	0.0	0.18483	0.0341621289
Decon-LM22	Neutrophils	K	0.0	0.0	0.0	0.0
Decon-LM22	T Cells	K	0.59178	1.0	0.40822	0.1666435684
Decon-LM22	B Cells	L	0.01568	0.0	0.01568	0.0002458624
Decon-LM22	Monocytes	L	0.07389	0.0	0.07389	0.0054597321
Decon-LM22	NK	L	0.17991	0.0	0.17991	0.0323676081
Decon-LM22	Neutrophils	L	0.0	0.0	0.0	0.0
Decon-LM22	T Cells	L	0.53605	1.0	0.46395	0.2152496025
GEDIT-BLUEPRINT	B Cells	A	0.2218	0.194	0.0278	0.00077284
GEDIT-BLUEPRINT	Monocytes	A	0.1908	0.194	0.0032	1.024e-05
GEDIT-BLUEPRINT	NK	A	0.1267	0.194	0.0673	0.00452929
GEDIT-BLUEPRINT	Neutrophils	A	0.095	0.03	0.065	0.004225
GEDIT-BLUEPRINT	T Cells	A	0.3657	0.388	0.0223	0.00049729
GEDIT-BLUEPRINT	B Cells	B	0.2192	0.194	0.0252	0.00063504
GEDIT-BLUEPRINT	Monocytes	B	0.1906	0.194	0.0034	1.156e-05
GEDIT-BLUEPRINT	NK	B	0.1246	0.194	0.0694	0.00481636
GEDIT-BLUEPRINT	Neutrophils	B	0.0911	0.03	0.0611	0.00373321
GEDIT-BLUEPRINT	T Cells	B	0.3745	0.388	0.0135	0.00018225
GEDIT-BLUEPRINT	B Cells	C	0.1218	0.005	0.1168	0.01364224
GEDIT-BLUEPRINT	Monocytes	C	0.0664	0.01	0.0564	0.00318096
GEDIT-BLUEPRINT	NK	C	0.0703	0.051	0.0193	0.00037249
GEDIT-BLUEPRINT	Neutrophils	C	0.0849	0.004	0.0809	0.00654481
GEDIT-BLUEPRINT	T Cells	C	0.6566	0.93	0.2734	0.07474756
GEDIT-BLUEPRINT	B Cells	D	0.1221	0.005	0.1171	0.01371241
GEDIT-BLUEPRINT	Monocytes	D	0.0511	0.01	0.0411	0.00168921
GEDIT-BLUEPRINT	NK	D	0.0723	0.051	0.0213	0.00045369
GEDIT-BLUEPRINT	Neutrophils	D	0.0826	0.004	0.0786	0.00617796
GEDIT-BLUEPRINT	T Cells	D	0.672	0.93	0.258	0.066564
GEDIT-BLUEPRINT	B Cells	E	0.1239	0.01	0.1139	0.01297321
GEDIT-BLUEPRINT	Monocytes	E	0.0871	0.026	0.0611	0.00373321
GEDIT-BLUEPRINT	NK	E	0.1273	0.104	0.0233	0.00054289
GEDIT-BLUEPRINT	Neutrophils	E	0.0741	0.008	0.0661	0.00436921
GEDIT-BLUEPRINT	T Cells	E	0.5876	0.851	0.2634	0.06937956
GEDIT-BLUEPRINT	B Cells	F	0.1427	0.027	0.1157	0.01338649
GEDIT-BLUEPRINT	Monocytes	F	0.1308	0.055	0.0758	0.00574564
GEDIT-BLUEPRINT	NK	F	0.3685	0.885	0.5165	0.26677225
GEDIT-BLUEPRINT	Neutrophils	F	0.0894	0.017	0.0724	0.00524176
GEDIT-BLUEPRINT	T Cells	F	0.2685	0.016	0.2525	0.06375625
GEDIT-BLUEPRINT	B Cells	G	0.2204	0.159	0.0614	0.00376996
GEDIT-BLUEPRINT	Monocytes	G	0.2367	0.319	0.0823	0.00677329
GEDIT-BLUEPRINT	NK	G	0.0692	0.016	0.0532	0.00283024
GEDIT-BLUEPRINT	Neutrophils	G	0.2298	0.395	0.1652	0.02729104
GEDIT-BLUEPRINT	T Cells	G	0.2439	0.112	0.1319	0.01739761
GEDIT-BLUEPRINT	B Cells	H	0.1604	0.1	0.0604	0.00364816
GEDIT-BLUEPRINT	Monocytes	H	0.4097	0.813	0.4033	0.16265089
GEDIT-BLUEPRINT	NK	H	0.0626	0.01	0.0526	0.00276676
GEDIT-BLUEPRINT	Neutrophils	H	0.0943	0.001	0.0933	0.00870489
GEDIT-BLUEPRINT	T Cells	H	0.2731	0.075	0.1981	0.03924361
GEDIT-BLUEPRINT	B Cells	I	0.18	0.1	0.08	0.0064
GEDIT-BLUEPRINT	Monocytes	I	0.4309	0.813	0.3821	0.14600041
GEDIT-BLUEPRINT	NK	I	0.0701	0.01	0.0601	0.00361201
GEDIT-BLUEPRINT	Neutrophils	I	0.0838	0.001	0.0828	0.00685584
GEDIT-BLUEPRINT	T Cells	I	0.2352	0.075	0.1602	0.02566404
GEDIT-BLUEPRINT	B Cells	J	0.1108	0.0	0.1108	0.01227664
GEDIT-BLUEPRINT	Monocytes	J	0.039	0.0	0.039	0.001521
GEDIT-BLUEPRINT	NK	J	0.031	0.0	0.031	0.000961
GEDIT-BLUEPRINT	Neutrophils	J	0.0956	0.0	0.0956	0.00913936
GEDIT-BLUEPRINT	T Cells	J	0.7236	1.0	0.2764	0.07639696
GEDIT-BLUEPRINT	B Cells	K	0.1303	0.0	0.1303	0.01697809
GEDIT-BLUEPRINT	Monocytes	K	0.0477	0.0	0.0477	0.00227529
GEDIT-BLUEPRINT	NK	K	0.1051	0.0	0.1051	0.01104601
GEDIT-BLUEPRINT	Neutrophils	K	0.0636	0.0	0.0636	0.00404496
GEDIT-BLUEPRINT	T Cells	K	0.6534	1.0	0.3466	0.12013156
GEDIT-BLUEPRINT	B Cells	L	0.1083	0.0	0.1083	0.01172889
GEDIT-BLUEPRINT	Monocytes	L	0.0504	0.0	0.0504	0.00254016
GEDIT-BLUEPRINT	NK	L	0.0465	0.0	0.0465	0.00216225
GEDIT-BLUEPRINT	Neutrophils	L	0.1104	0.0	0.1104	0.01218816
GEDIT-BLUEPRINT	T Cells	L	0.6844	1.0	0.3156	0.09960336
GEDIT-HPCA	B Cells	A	0.2091	0.194	0.0151	0.00022801
GEDIT-HPCA	Monocytes	A	0.24	0.194	0.046	0.002116
GEDIT-HPCA	NK	A	0.1808	0.194	0.0132	0.00017424
GEDIT-HPCA	Neutrophils	A	0.041	0.03	0.011	0.000121
GEDIT-HPCA	T Cells	A	0.2585	0.388	0.1295	0.01677025
GEDIT-HPCA	B Cells	B	0.2113	0.194	0.0173	0.00029929
GEDIT-HPCA	Monocytes	B	0.2439	0.194	0.0499	0.00249001
GEDIT-HPCA	NK	B	0.1799	0.194	0.0141	0.00019881
GEDIT-HPCA	Neutrophils	B	0.0384	0.03	0.0084	7.056e-05
GEDIT-HPCA	T Cells	B	0.2631	0.388	0.1249	0.01560001
GEDIT-HPCA	B Cells	C	0.1123	0.005	0.1073	0.01151329
GEDIT-HPCA	Monocytes	C	0.0407	0.01	0.0307	0.00094249
GEDIT-HPCA	NK	C	0.1332	0.051	0.0822	0.00675684
GEDIT-HPCA	Neutrophils	C	0.0044	0.004	0.0004	1.6e-07
GEDIT-HPCA	T Cells	C	0.6537	0.93	0.2763	0.07634169
GEDIT-HPCA	B Cells	D	0.1121	0.005	0.1071	0.01147041
GEDIT-HPCA	Monocytes	D	0.0347	0.01	0.0247	0.00061009
GEDIT-HPCA	NK	D	0.1295	0.051	0.0785	0.00616225
GEDIT-HPCA	Neutrophils	D	0.0	0.004	0.004	1.6e-05
GEDIT-HPCA	T Cells	D	0.6582	0.93	0.2718	0.07387524
GEDIT-HPCA	B Cells	E	0.1129	0.01	0.1029	0.01058841
GEDIT-HPCA	Monocytes	E	0.0707	0.026	0.0447	0.00199809
GEDIT-HPCA	NK	E	0.2274	0.104	0.1234	0.01522756
GEDIT-HPCA	Neutrophils	E	0.0139	0.008	0.0059	3.481e-05
GEDIT-HPCA	T Cells	E	0.5199	0.851	0.3311	0.10962721
GEDIT-HPCA	B Cells	F	0.1021	0.027	0.0751	0.00564001
GEDIT-HPCA	Monocytes	F	0.1212	0.055	0.0662	0.00438244
GEDIT-HPCA	NK	F	0.5411	0.885	0.3439	0.11826721
GEDIT-HPCA	Neutrophils	F	0.0325	0.017	0.0155	0.00024025
GEDIT-HPCA	T Cells	F	0.151	0.016	0.135	0.018225
GEDIT-HPCA	B Cells	G	0.1689	0.159	0.0099	9.801e-05
GEDIT-HPCA	Monocytes	G	0.3204	0.319	0.0014	1.96e-06
GEDIT-HPCA	NK	G	0.0833	0.016	0.0673	0.00452929
GEDIT-HPCA	Neutrophils	G	0.1987	0.395	0.1963	0.03853369
GEDIT-HPCA	T Cells	G	0.1323	0.112	0.0203	0.00041209
GEDIT-HPCA	B Cells	H	0.123	0.1	0.023	0.000529
GEDIT-HPCA	Monocytes	H	0.535	0.813	0.278	0.077284
GEDIT-HPCA	NK	H	0.0583	0.01	0.0483	0.00233289
GEDIT-HPCA	Neutrophils	H	0.0632	0.001	0.0622	0.00386884
GEDIT-HPCA	T Cells	H	0.0934	0.075	0.0184	0.00033856
GEDIT-HPCA	B Cells	I	0.1257	0.1	0.0257	0.00066049
GEDIT-HPCA	Monocytes	I	0.5429	0.813	0.2701	0.07295401
GEDIT-HPCA	NK	I	0.0485	0.01	0.0385	0.00148225
GEDIT-HPCA	Neutrophils	I	0.0676	0.001	0.0666	0.00443556
GEDIT-HPCA	T Cells	I	0.0895	0.075	0.0145	0.00021025
GEDIT-HPCA	B Cells	J	0.1104	0.0	0.1104	0.01218816
GEDIT-HPCA	Monocytes	J	0.0	0.0	0.0	0.0
GEDIT-HPCA	NK	J	0.0985	0.0	0.0985	0.00970225
GEDIT-HPCA	Neutrophils	J	0.0023	0.0	0.0023	5.29e-06
GEDIT-HPCA	T Cells	J	0.7237	1.0	0.2763	0.07634169
GEDIT-HPCA	B Cells	K	0.1109	0.0	0.1109	0.01229881
GEDIT-HPCA	Monocytes	K	0.0	0.0	0.0	0.0
GEDIT-HPCA	NK	K	0.2041	0.0	0.2041	0.04165681
GEDIT-HPCA	Neutrophils	K	0.0	0.0	0.0	0.0
GEDIT-HPCA	T Cells	K	0.6306	1.0	0.3694	0.13645636
GEDIT-HPCA	B Cells	L	0.0849	0.0	0.0849	0.00720801
GEDIT-HPCA	Monocytes	L	0.0073	0.0	0.0073	5.329e-05
GEDIT-HPCA	NK	L	0.1005	0.0	0.1005	0.01010025
GEDIT-HPCA	Neutrophils	L	0.0298	0.0	0.0298	0.00088804
GEDIT-HPCA	T Cells	L	0.6913	1.0	0.3087	0.09529569
GEDIT-ImmunoStates	B Cells	A	0.1034	0.194	0.0906	0.00820836
GEDIT-ImmunoStates	Monocytes	A	0.2807	0.194	0.0867	0.00751689
GEDIT-ImmunoStates	NK	A	0.071	0.194	0.123	0.015129
GEDIT-ImmunoStates	Neutrophils	A	0.0	0.03	0.03	0.0009
GEDIT-ImmunoStates	T Cells	A	0.277	0.388	0.111	0.012321
GEDIT-ImmunoStates	B Cells	B	0.1169	0.194	0.0771	0.00594441
GEDIT-ImmunoStates	Monocytes	B	0.2907	0.194	0.0967	0.00935089
GEDIT-ImmunoStates	NK	B	0.0747	0.194	0.1193	0.01423249
GEDIT-ImmunoStates	Neutrophils	B	0.0	0.03	0.03	0.0009
GEDIT-ImmunoStates	T Cells	B	0.2736	0.388	0.1144	0.01308736
GEDIT-ImmunoStates	B Cells	C	0.0108	0.005	0.0058	3.364e-05
GEDIT-ImmunoStates	Monocytes	C	0.0468	0.01	0.0368	0.00135424
GEDIT-ImmunoStates	NK	C	0.0267	0.051	0.0243	0.00059049
GEDIT-ImmunoStates	Neutrophils	C	0.0	0.004	0.004	1.6e-05
GEDIT-ImmunoStates	T Cells	C	0.7111	0.93	0.2189	0.04791721
GEDIT-ImmunoStates	B Cells	D	0.0	0.005	0.005	2.5e-05
GEDIT-ImmunoStates	Monocytes	D	0.0533	0.01	0.0433	0.00187489
GEDIT-ImmunoStates	NK	D	0.0227	0.051	0.0283	0.00080089
GEDIT-ImmunoStates	Neutrophils	D	0.0	0.004	0.004	1.6e-05
GEDIT-ImmunoStates	T Cells	D	0.6971	0.93	0.2329	0.05424241
GEDIT-ImmunoStates	B Cells	E	0.0349	0.01	0.0249	0.00062001
GEDIT-ImmunoStates	Monocytes	E	0.0827	0.026	0.0567	0.00321489
GEDIT-ImmunoStates	NK	E	0.1406	0.104	0.0366	0.00133956
GEDIT-ImmunoStates	Neutrophils	E	0.0	0.008	0.008	6.4e-05
GEDIT-ImmunoStates	T Cells	E	0.5157	0.851	0.3353	0.11242609
GEDIT-ImmunoStates	B Cells	F	0.0638	0.027	0.0368	0.00135424
GEDIT-ImmunoStates	Monocytes	F	0.1722	0.055	0.1172	0.01373584
GEDIT-ImmunoStates	NK	F	0.4106	0.885	0.4744	0.22505536
GEDIT-ImmunoStates	Neutrophils	F	0.0	0.017	0.017	0.000289
GEDIT-ImmunoStates	T Cells	F	0.1394	0.016	0.1234	0.01522756
GEDIT-ImmunoStates	B Cells	G	0.0829	0.159	0.0761	0.00579121
GEDIT-ImmunoStates	Monocytes	G	0.3432	0.319	0.0242	0.00058564
GEDIT-ImmunoStates	NK	G	0.0	0.016	0.016	0.000256
GEDIT-ImmunoStates	Neutrophils	G	0.1981	0.395	0.1969	0.03876961
GEDIT-ImmunoStates	T Cells	G	0.0892	0.112	0.0228	0.00051984
GEDIT-ImmunoStates	B Cells	H	0.045	0.1	0.055	0.003025
GEDIT-ImmunoStates	Monocytes	H	0.58	0.813	0.233	0.054289
GEDIT-ImmunoStates	NK	H	0.0	0.01	0.01	0.0001
GEDIT-ImmunoStates	Neutrophils	H	0.0	0.001	0.001	1e-06
GEDIT-ImmunoStates	T Cells	H	0.0639	0.075	0.0111	0.00012321
GEDIT-ImmunoStates	B Cells	I	0.0648	0.1	0.0352	0.00123904
GEDIT-ImmunoStates	Monocytes	I	0.5805	0.813	0.2325	0.05405625
GEDIT-ImmunoStates	NK	I	0.0	0.01	0.01	0.0001
GEDIT-ImmunoStates	Neutrophils	I	0.0	0.001	0.001	1e-06
GEDIT-ImmunoStates	T Cells	I	0.0532	0.075	0.0218	0.00047524
GEDIT-ImmunoStates	B Cells	J	0.0223	0.0	0.0223	0.00049729
GEDIT-ImmunoStates	Monocytes	J	0.0079	0.0	0.0079	6.241e-05
GEDIT-ImmunoStates	NK	J	0.0	0.0	0.0	0.0
GEDIT-ImmunoStates	Neutrophils	J	0.0	0.0	0.0	0.0
GEDIT-ImmunoStates	T Cells	J	0.7439	1.0	0.2561	0.06558721
GEDIT-ImmunoStates	B Cells	K	0.0607	0.0	0.0607	0.00368449
GEDIT-ImmunoStates	Monocytes	K	0.0323	0.0	0.0323	0.00104329
GEDIT-ImmunoStates	NK	K	0.1105	0.0	0.1105	0.01221025
GEDIT-ImmunoStates	Neutrophils	K	0.0	0.0	0.0	0.0
GEDIT-ImmunoStates	T Cells	K	0.6025	1.0	0.3975	0.15800625
GEDIT-ImmunoStates	B Cells	L	0.0058	0.0	0.0058	3.364e-05
GEDIT-ImmunoStates	Monocytes	L	0.0151	0.0	0.0151	0.00022801
GEDIT-ImmunoStates	NK	L	0.0	0.0	0.0	0.0
GEDIT-ImmunoStates	Neutrophils	L	0.0	0.0	0.0	0.0
GEDIT-ImmunoStates	T Cells	L	0.7383	1.0	0.2617	0.06848689
GEDIT-LM22	B Cells	A	0.111	0.194	0.083	0.006889
GEDIT-LM22	Monocytes	A	0.1926	0.194	0.0014	1.96e-06
GEDIT-LM22	NK	A	0.1468	0.194	0.0472	0.00222784
GEDIT-LM22	Neutrophils	A	0.0144	0.03	0.0156	0.00024336
GEDIT-LM22	T Cells	A	0.3516	0.388	0.0364	0.00132496
GEDIT-LM22	B Cells	B	0.1143	0.194	0.0797	0.00635209
GEDIT-LM22	Monocytes	B	0.2082	0.194	0.0142	0.00020164
GEDIT-LM22	NK	B	0.1205	0.194	0.0735	0.00540225
GEDIT-LM22	Neutrophils	B	0.0187	0.03	0.0113	0.00012769
GEDIT-LM22	T Cells	B	0.3755	0.388	0.0125	0.00015625
GEDIT-LM22	B Cells	C	0.0324	0.005	0.0274	0.00075076
GEDIT-LM22	Monocytes	C	0.0	0.01	0.01	0.0001
GEDIT-LM22	NK	C	0.0584	0.051	0.0074	5.476e-05
GEDIT-LM22	Neutrophils	C	0.0072	0.004	0.0032	1.024e-05
GEDIT-LM22	T Cells	C	0.8413	0.93	0.0887	0.00786769
GEDIT-LM22	B Cells	D	0.0339	0.005	0.0289	0.00083521
GEDIT-LM22	Monocytes	D	0.0	0.01	0.01	0.0001
GEDIT-LM22	NK	D	0.1083	0.051	0.0573	0.00328329
GEDIT-LM22	Neutrophils	D	0.0	0.004	0.004	1.6e-05
GEDIT-LM22	T Cells	D	0.7909	0.93	0.1391	0.01934881
GEDIT-LM22	B Cells	E	0.0219	0.01	0.0119	0.00014161
GEDIT-LM22	Monocytes	E	0.0165	0.026	0.0095	9.025e-05
GEDIT-LM22	NK	E	0.1423	0.104	0.0383	0.00146689
GEDIT-LM22	Neutrophils	E	0.0098	0.008	0.0018	3.24e-06
GEDIT-LM22	T Cells	E	0.7357	0.851	0.1153	0.01329409
